2026-06-18 11:02:09,199 | INFO | package: mysql.connector.plugins
2026-06-18 11:03:08,515 | INFO | 1 change detected
2026-06-18 11:03:08,866 | INFO | 1 change detected
2026-06-18 11:03:09,221 | INFO | 1 change detected
2026-06-18 11:03:09,581 | INFO | 1 change detected
2026-06-18 11:03:09,946 | INFO | 1 change detected
2026-06-18 11:03:10,298 | INFO | 1 change detected
2026-06-18 11:03:10,659 | INFO | 1 change detected
2026-06-18 11:03:11,013 | INFO | 1 change detected
2026-06-18 11:03:11,365 | INFO | 1 change detected
2026-06-18 11:03:11,731 | INFO | 1 change detected
2026-06-18 11:03:12,097 | INFO | 1 change detected
2026-06-18 11:03:12,459 | INFO | 1 change detected
2026-06-18 11:03:12,824 | INFO | 1 change detected
2026-06-18 11:03:13,175 | INFO | 1 change detected
2026-06-18 11:03:13,527 | INFO | 1 change detected
2026-06-18 11:03:13,881 | INFO | 1 change detected
2026-06-18 11:03:14,248 | INFO | 1 change detected
2026-06-18 11:03:14,601 | INFO | 1 change detected
2026-06-18 11:03:14,952 | INFO | 1 change detected
2026-06-18 11:03:15,312 | INFO | 1 change detected
2026-06-18 11:03:15,665 | INFO | 1 change detected
2026-06-18 11:03:16,030 | INFO | 1 change detected
2026-06-18 11:03:16,382 | INFO | 1 change detected
2026-06-18 11:03:16,747 | INFO | 1 change detected
2026-06-18 11:03:17,099 | INFO | 1 change detected
2026-06-18 11:03:17,451 | INFO | 1 change detected
2026-06-18 11:03:17,810 | INFO | 1 change detected
2026-06-18 11:03:18,161 | INFO | 1 change detected
2026-06-18 11:03:18,513 | INFO | 1 change detected
2026-06-18 11:03:18,881 | INFO | 1 change detected
2026-06-18 11:03:19,240 | INFO | 1 change detected
2026-06-18 11:03:19,604 | INFO | 1 change detected
2026-06-18 11:03:19,963 | INFO | 1 change detected
2026-06-18 11:03:20,330 | INFO | 1 change detected
2026-06-18 11:03:20,696 | INFO | 1 change detected
2026-06-18 11:03:21,050 | INFO | 1 change detected
2026-06-18 11:03:21,415 | INFO | 1 change detected
2026-06-18 11:03:21,767 | INFO | 1 change detected
2026-06-18 11:03:22,129 | INFO | 1 change detected
2026-06-18 11:03:22,483 | INFO | 1 change detected
2026-06-18 11:03:22,849 | INFO | 1 change detected
2026-06-18 11:03:23,211 | INFO | 1 change detected
2026-06-18 11:03:23,565 | INFO | 1 change detected
2026-06-18 11:03:23,922 | INFO | 1 change detected
2026-06-18 11:03:24,284 | INFO | 1 change detected
2026-06-18 11:03:24,648 | INFO | 1 change detected
2026-06-18 11:03:25,012 | INFO | 1 change detected
2026-06-18 11:03:25,379 | INFO | 1 change detected
2026-06-18 11:03:25,743 | INFO | 1 change detected
2026-06-18 11:03:26,098 | INFO | 1 change detected
2026-06-18 11:03:26,464 | INFO | 1 change detected
2026-06-18 11:03:26,816 | INFO | 1 change detected
2026-06-18 11:03:27,180 | INFO | 1 change detected
2026-06-18 11:03:27,532 | INFO | 1 change detected
2026-06-18 11:03:27,890 | INFO | 1 change detected
2026-06-18 11:03:28,245 | INFO | 1 change detected
2026-06-18 11:03:28,598 | INFO | 1 change detected
2026-06-18 11:03:28,949 | INFO | 1 change detected
2026-06-18 11:03:29,305 | INFO | 1 change detected
2026-06-18 11:03:29,669 | INFO | 1 change detected
2026-06-18 11:03:30,031 | INFO | 1 change detected
2026-06-18 11:03:30,397 | INFO | 1 change detected
2026-06-18 11:03:30,760 | INFO | 1 change detected
2026-06-18 11:03:31,114 | INFO | 1 change detected
2026-06-18 11:03:31,466 | INFO | 1 change detected
2026-06-18 11:03:31,831 | INFO | 1 change detected
2026-06-18 11:03:32,196 | INFO | 1 change detected
2026-06-18 11:03:32,548 | INFO | 1 change detected
2026-06-18 11:03:32,910 | INFO | 1 change detected
2026-06-18 11:03:33,262 | INFO | 1 change detected
2026-06-18 11:03:33,624 | INFO | 1 change detected
2026-06-18 11:03:33,978 | INFO | 1 change detected
2026-06-18 11:03:34,336 | INFO | 1 change detected
2026-06-18 11:03:34,695 | INFO | 1 change detected
2026-06-18 11:03:35,057 | INFO | 1 change detected
2026-06-18 11:03:35,415 | INFO | 1 change detected
2026-06-18 11:03:35,767 | INFO | 1 change detected
2026-06-18 11:03:36,128 | INFO | 1 change detected
2026-06-18 11:03:36,486 | INFO | 1 change detected
2026-06-18 11:03:36,844 | INFO | 1 change detected
2026-06-18 11:03:37,200 | INFO | 1 change detected
2026-06-18 11:03:37,556 | INFO | 1 change detected
2026-06-18 11:03:37,921 | INFO | 1 change detected
2026-06-18 11:03:38,279 | INFO | 1 change detected
2026-06-18 11:03:38,631 | INFO | 1 change detected
2026-06-18 11:03:38,983 | INFO | 1 change detected
2026-06-18 11:03:39,349 | INFO | 1 change detected
2026-06-18 11:03:39,715 | INFO | 1 change detected
2026-06-18 11:03:40,080 | INFO | 1 change detected
2026-06-18 11:03:40,448 | INFO | 1 change detected
2026-06-18 11:03:40,811 | INFO | 1 change detected
2026-06-18 11:03:41,166 | INFO | 1 change detected
2026-06-18 11:03:41,519 | INFO | 1 change detected
2026-06-18 11:03:41,875 | INFO | 1 change detected
2026-06-18 11:03:42,233 | INFO | 1 change detected
2026-06-18 11:03:42,589 | INFO | 1 change detected
2026-06-18 11:03:42,947 | INFO | 1 change detected
2026-06-18 11:03:43,313 | INFO | 1 change detected
2026-06-18 11:03:43,665 | INFO | 1 change detected
2026-06-18 11:03:44,029 | INFO | 1 change detected
2026-06-18 11:03:44,389 | INFO | 1 change detected
2026-06-18 11:03:44,740 | INFO | 1 change detected
2026-06-18 11:03:45,098 | INFO | 1 change detected
2026-06-18 11:03:45,461 | INFO | 1 change detected
2026-06-18 11:03:45,814 | INFO | 1 change detected
2026-06-18 11:03:46,167 | INFO | 1 change detected
2026-06-18 11:03:46,531 | INFO | 1 change detected
2026-06-18 11:03:46,898 | INFO | 1 change detected
2026-06-18 11:03:47,263 | INFO | 1 change detected
2026-06-18 11:03:47,625 | INFO | 1 change detected
2026-06-18 11:03:47,980 | INFO | 1 change detected
2026-06-18 11:03:48,331 | INFO | 1 change detected
2026-06-18 11:03:48,683 | INFO | 1 change detected
2026-06-18 11:03:49,042 | INFO | 1 change detected
2026-06-18 11:03:49,401 | INFO | 1 change detected
2026-06-18 11:03:49,764 | INFO | 1 change detected
2026-06-18 11:03:50,120 | INFO | 1 change detected
2026-06-18 11:03:50,472 | INFO | 1 change detected
2026-06-18 11:03:50,833 | INFO | 1 change detected
2026-06-18 11:03:51,199 | INFO | 1 change detected
2026-06-18 11:03:51,551 | INFO | 1 change detected
2026-06-18 11:03:51,913 | INFO | 1 change detected
2026-06-18 11:03:52,264 | INFO | 1 change detected
2026-06-18 11:03:52,629 | INFO | 1 change detected
2026-06-18 11:03:52,982 | INFO | 1 change detected
2026-06-18 11:03:53,335 | INFO | 1 change detected
2026-06-18 11:03:53,694 | INFO | 1 change detected
2026-06-18 11:03:54,050 | INFO | 1 change detected
2026-06-18 11:03:54,414 | INFO | 1 change detected
2026-06-18 11:03:54,767 | INFO | 1 change detected
2026-06-18 11:03:55,119 | INFO | 1 change detected
2026-06-18 11:03:55,478 | INFO | 1 change detected
2026-06-18 11:03:55,843 | INFO | 1 change detected
2026-06-18 11:03:56,206 | INFO | 1 change detected
2026-06-18 11:03:56,567 | INFO | 1 change detected
2026-06-18 11:03:56,930 | INFO | 1 change detected
2026-06-18 11:03:57,282 | INFO | 1 change detected
2026-06-18 11:03:57,635 | INFO | 1 change detected
2026-06-18 11:03:57,990 | INFO | 1 change detected
2026-06-18 11:03:58,347 | INFO | 1 change detected
2026-06-18 11:03:58,698 | INFO | 1 change detected
2026-06-18 11:03:59,062 | INFO | 1 change detected
2026-06-18 11:03:59,418 | INFO | 1 change detected
2026-06-18 11:03:59,776 | INFO | 1 change detected
2026-06-18 11:04:00,130 | INFO | 1 change detected
2026-06-18 11:04:00,483 | INFO | 1 change detected
2026-06-18 11:04:00,847 | INFO | 1 change detected
2026-06-18 11:04:01,215 | INFO | 1 change detected
2026-06-18 11:04:01,567 | INFO | 1 change detected
2026-06-18 11:04:01,919 | INFO | 1 change detected
2026-06-18 11:04:02,285 | INFO | 1 change detected
2026-06-18 11:04:02,651 | INFO | 1 change detected
2026-06-18 11:04:03,003 | INFO | 1 change detected
2026-06-18 11:04:03,361 | INFO | 1 change detected
2026-06-18 11:04:03,713 | INFO | 1 change detected
2026-06-18 11:04:04,081 | INFO | 1 change detected
2026-06-18 11:04:04,434 | INFO | 1 change detected
2026-06-18 11:04:04,797 | INFO | 1 change detected
2026-06-18 11:04:05,159 | INFO | 1 change detected
2026-06-18 11:04:05,519 | INFO | 1 change detected
2026-06-18 11:04:05,885 | INFO | 1 change detected
2026-06-18 11:04:06,243 | INFO | 1 change detected
2026-06-18 11:04:06,596 | INFO | 1 change detected
2026-06-18 11:04:06,949 | INFO | 1 change detected
2026-06-18 11:04:07,310 | INFO | 1 change detected
2026-06-18 11:04:07,672 | INFO | 1 change detected
2026-06-18 11:04:08,025 | INFO | 1 change detected
2026-06-18 11:04:08,382 | INFO | 1 change detected
2026-06-18 11:04:08,749 | INFO | 1 change detected
2026-06-18 11:04:09,114 | INFO | 1 change detected
2026-06-18 11:04:09,472 | INFO | 1 change detected
2026-06-18 11:04:09,835 | INFO | 1 change detected
2026-06-18 11:04:10,195 | INFO | 1 change detected
2026-06-18 11:04:10,548 | INFO | 1 change detected
2026-06-18 11:04:10,909 | INFO | 1 change detected
2026-06-18 11:04:11,267 | INFO | 1 change detected
2026-06-18 11:04:11,630 | INFO | 1 change detected
2026-06-18 11:04:11,994 | INFO | 1 change detected
2026-06-18 11:04:12,347 | INFO | 1 change detected
2026-06-18 11:04:12,702 | INFO | 1 change detected
2026-06-18 11:04:13,064 | INFO | 1 change detected
2026-06-18 11:04:13,429 | INFO | 1 change detected
2026-06-18 11:04:13,785 | INFO | 1 change detected
2026-06-18 11:04:14,140 | INFO | 1 change detected
2026-06-18 11:04:14,496 | INFO | 1 change detected
2026-06-18 11:04:14,848 | INFO | 1 change detected
2026-06-18 11:04:15,200 | INFO | 1 change detected
2026-06-18 11:04:15,564 | INFO | 1 change detected
2026-06-18 11:04:15,929 | INFO | 1 change detected
2026-06-18 11:04:16,294 | INFO | 1 change detected
2026-06-18 11:04:16,648 | INFO | 1 change detected
2026-06-18 11:04:17,005 | INFO | 1 change detected
2026-06-18 11:04:17,366 | INFO | 1 change detected
2026-06-18 11:04:17,724 | INFO | 1 change detected
2026-06-18 11:04:18,075 | INFO | 1 change detected
2026-06-18 11:04:18,440 | INFO | 1 change detected
2026-06-18 11:04:18,797 | INFO | 1 change detected
2026-06-18 11:04:19,164 | INFO | 1 change detected
2026-06-18 11:04:19,531 | INFO | 1 change detected
2026-06-18 11:04:19,893 | INFO | 1 change detected
2026-06-18 11:04:20,254 | INFO | 1 change detected
2026-06-18 11:04:20,622 | INFO | 1 change detected
2026-06-18 11:04:20,983 | INFO | 1 change detected
2026-06-18 11:04:21,337 | INFO | 1 change detected
2026-06-18 11:04:21,704 | INFO | 1 change detected
2026-06-18 11:04:22,062 | INFO | 1 change detected
2026-06-18 11:04:22,419 | INFO | 1 change detected
2026-06-18 11:04:22,782 | INFO | 1 change detected
2026-06-18 11:04:23,145 | INFO | 1 change detected
2026-06-18 11:04:23,498 | INFO | 1 change detected
2026-06-18 11:04:23,849 | INFO | 1 change detected
2026-06-18 11:04:24,208 | INFO | 1 change detected
2026-06-18 11:04:24,559 | INFO | 1 change detected
2026-06-18 11:04:24,924 | INFO | 1 change detected
2026-06-18 11:04:25,280 | INFO | 1 change detected
2026-06-18 11:04:25,633 | INFO | 1 change detected
2026-06-18 11:04:25,999 | INFO | 1 change detected
2026-06-18 11:04:26,364 | INFO | 1 change detected
2026-06-18 11:04:26,731 | INFO | 1 change detected
2026-06-18 11:04:27,095 | INFO | 1 change detected
2026-06-18 11:04:27,477 | INFO | 1 change detected
2026-06-18 11:04:27,830 | INFO | 1 change detected
2026-06-18 11:04:28,184 | INFO | 1 change detected
2026-06-18 11:04:28,549 | INFO | 1 change detected
2026-06-18 11:04:28,906 | INFO | 1 change detected
2026-06-18 11:04:29,271 | INFO | 1 change detected
2026-06-18 11:04:29,623 | INFO | 1 change detected
2026-06-18 11:04:29,986 | INFO | 1 change detected
2026-06-18 11:04:30,345 | INFO | 1 change detected
2026-06-18 11:04:30,711 | INFO | 1 change detected
2026-06-18 11:04:31,075 | INFO | 1 change detected
2026-06-18 11:04:31,436 | INFO | 1 change detected
2026-06-18 11:04:31,790 | INFO | 1 change detected
2026-06-18 11:04:32,142 | INFO | 1 change detected
2026-06-18 11:04:32,495 | INFO | 1 change detected
2026-06-18 11:04:32,851 | INFO | 1 change detected
2026-06-18 11:04:33,202 | INFO | 1 change detected
2026-06-18 11:04:33,561 | INFO | 1 change detected
2026-06-18 11:04:33,922 | INFO | 1 change detected
2026-06-18 11:04:34,276 | INFO | 1 change detected
2026-06-18 11:04:34,630 | INFO | 1 change detected
2026-06-18 11:04:34,997 | INFO | 1 change detected
2026-06-18 11:04:35,357 | INFO | 1 change detected
2026-06-18 11:04:35,712 | INFO | 1 change detected
2026-06-18 11:04:36,065 | INFO | 1 change detected
2026-06-18 11:04:36,428 | INFO | 1 change detected
2026-06-18 11:04:36,787 | INFO | 1 change detected
2026-06-18 11:04:37,147 | INFO | 1 change detected
2026-06-18 11:04:37,511 | INFO | 1 change detected
2026-06-18 11:04:37,865 | INFO | 1 change detected
2026-06-18 11:04:38,228 | INFO | 1 change detected
2026-06-18 11:04:38,581 | INFO | 1 change detected
2026-06-18 11:04:38,949 | INFO | 1 change detected
2026-06-18 11:04:39,310 | INFO | 1 change detected
2026-06-18 11:04:39,666 | INFO | 1 change detected
2026-06-18 11:04:40,032 | INFO | 1 change detected
2026-06-18 11:04:40,385 | INFO | 1 change detected
2026-06-18 11:04:40,746 | INFO | 1 change detected
2026-06-18 11:04:41,102 | INFO | 1 change detected
2026-06-18 11:04:41,457 | INFO | 1 change detected
2026-06-18 11:04:41,813 | INFO | 1 change detected
2026-06-18 11:04:42,180 | INFO | 1 change detected
2026-06-18 11:04:42,540 | INFO | 1 change detected
2026-06-18 11:04:42,897 | INFO | 1 change detected
2026-06-18 11:04:43,251 | INFO | 1 change detected
2026-06-18 11:04:43,602 | INFO | 1 change detected
2026-06-18 11:04:43,966 | INFO | 1 change detected
2026-06-18 11:04:44,329 | INFO | 1 change detected
2026-06-18 11:04:44,681 | INFO | 1 change detected
2026-06-18 11:04:45,033 | INFO | 1 change detected
2026-06-18 11:04:45,391 | INFO | 1 change detected
2026-06-18 11:04:45,756 | INFO | 1 change detected
2026-06-18 11:04:46,114 | INFO | 1 change detected
2026-06-18 11:04:46,465 | INFO | 1 change detected
2026-06-18 11:04:46,831 | INFO | 1 change detected
2026-06-18 11:04:47,197 | INFO | 1 change detected
2026-06-18 11:04:47,562 | INFO | 1 change detected
2026-06-18 11:04:47,915 | INFO | 1 change detected
2026-06-18 11:04:48,273 | INFO | 1 change detected
2026-06-18 11:04:48,631 | INFO | 1 change detected
2026-06-18 11:04:48,996 | INFO | 1 change detected
2026-06-18 11:04:49,348 | INFO | 1 change detected
2026-06-18 11:04:49,709 | INFO | 1 change detected
2026-06-18 11:04:50,062 | INFO | 1 change detected
2026-06-18 11:04:50,414 | INFO | 1 change detected
2026-06-18 11:04:50,780 | INFO | 2 changes detected
2026-06-18 11:04:51,398 | INFO | 1 change detected
2026-06-18 11:04:51,750 | INFO | 1 change detected
2026-06-18 11:04:52,112 | INFO | 1 change detected
2026-06-18 11:04:52,467 | INFO | 1 change detected
2026-06-18 11:04:52,824 | INFO | 1 change detected
2026-06-18 11:04:53,179 | INFO | 1 change detected
2026-06-18 11:04:53,534 | INFO | 1 change detected
2026-06-18 11:04:53,897 | INFO | 1 change detected
2026-06-18 11:04:54,261 | INFO | 1 change detected
2026-06-18 11:04:54,625 | INFO | 1 change detected
2026-06-18 11:04:54,981 | INFO | 1 change detected
2026-06-18 11:04:55,333 | INFO | 1 change detected
2026-06-18 11:04:55,702 | INFO | 1 change detected
2026-06-18 11:04:56,065 | INFO | 1 change detected
2026-06-18 11:04:56,430 | INFO | 1 change detected
2026-06-18 11:04:56,787 | INFO | 1 change detected
2026-06-18 11:04:57,139 | INFO | 1 change detected
2026-06-18 11:04:57,495 | INFO | 1 change detected
2026-06-18 11:04:57,860 | INFO | 1 change detected
2026-06-18 11:04:58,214 | INFO | 1 change detected
2026-06-18 11:04:58,575 | INFO | 1 change detected
2026-06-18 11:04:58,929 | INFO | 1 change detected
2026-06-18 11:04:59,297 | INFO | 1 change detected
2026-06-18 11:04:59,663 | INFO | 1 change detected
2026-06-18 11:05:00,015 | INFO | 1 change detected
2026-06-18 11:05:00,379 | INFO | 1 change detected
2026-06-18 11:05:00,742 | INFO | 1 change detected
2026-06-18 11:05:01,097 | INFO | 1 change detected
2026-06-18 11:05:01,450 | INFO | 1 change detected
2026-06-18 11:05:01,810 | INFO | 1 change detected
2026-06-18 11:05:02,161 | INFO | 1 change detected
2026-06-18 11:05:02,513 | INFO | 1 change detected
2026-06-18 11:05:02,878 | INFO | 1 change detected
2026-06-18 11:05:03,245 | INFO | 1 change detected
2026-06-18 11:05:03,608 | INFO | 1 change detected
2026-06-18 11:05:03,965 | INFO | 1 change detected
2026-06-18 11:05:04,319 | INFO | 1 change detected
2026-06-18 11:05:04,682 | INFO | 1 change detected
2026-06-18 11:05:05,047 | INFO | 1 change detected
2026-06-18 11:05:05,409 | INFO | 1 change detected
2026-06-18 11:05:05,764 | INFO | 1 change detected
2026-06-18 11:05:06,121 | INFO | 1 change detected
2026-06-18 11:05:06,473 | INFO | 1 change detected
2026-06-18 11:05:06,828 | INFO | 1 change detected
2026-06-18 11:05:07,182 | INFO | 1 change detected
2026-06-18 11:05:07,547 | INFO | 1 change detected
2026-06-18 11:05:07,913 | INFO | 1 change detected
2026-06-18 11:05:08,265 | INFO | 1 change detected
2026-06-18 11:05:08,629 | INFO | 1 change detected
2026-06-18 11:05:08,986 | INFO | 1 change detected
2026-06-18 11:05:09,347 | INFO | 1 change detected
2026-06-18 11:05:09,713 | INFO | 1 change detected
2026-06-18 11:05:10,075 | INFO | 1 change detected
2026-06-18 11:05:10,432 | INFO | 1 change detected
2026-06-18 11:05:10,784 | INFO | 1 change detected
2026-06-18 11:05:11,144 | INFO | 1 change detected
2026-06-18 11:05:11,505 | INFO | 1 change detected
2026-06-18 11:05:11,868 | INFO | 1 change detected
2026-06-18 11:05:12,219 | INFO | 1 change detected
2026-06-18 11:05:12,581 | INFO | 1 change detected
2026-06-18 11:05:12,943 | INFO | 1 change detected
2026-06-18 11:05:13,305 | INFO | 1 change detected
2026-06-18 11:05:13,670 | INFO | 1 change detected
2026-06-18 11:05:14,033 | INFO | 1 change detected
2026-06-18 11:05:14,384 | INFO | 1 change detected
2026-06-18 11:05:14,738 | INFO | 1 change detected
2026-06-18 11:05:15,102 | INFO | 1 change detected
2026-06-18 11:05:15,463 | INFO | 1 change detected
2026-06-18 11:05:15,828 | INFO | 1 change detected
2026-06-18 11:05:16,184 | INFO | 1 change detected
2026-06-18 11:05:16,539 | INFO | 1 change detected
2026-06-18 11:05:16,896 | INFO | 1 change detected
2026-06-18 11:05:17,252 | INFO | 1 change detected
2026-06-18 11:05:17,615 | INFO | 1 change detected
2026-06-18 11:05:17,981 | INFO | 1 change detected
2026-06-18 11:05:18,343 | INFO | 1 change detected
2026-06-18 11:05:18,709 | INFO | 1 change detected
2026-06-18 11:05:19,075 | INFO | 1 change detected
2026-06-18 11:05:19,427 | INFO | 1 change detected
2026-06-18 11:05:19,780 | INFO | 1 change detected
2026-06-18 11:05:20,146 | INFO | 1 change detected
2026-06-18 11:05:20,514 | INFO | 6 changes detected
2026-06-18 11:05:20,873 | INFO | 1 change detected
2026-06-18 11:05:21,024 | INFO | package: mysql.connector.plugins
2026-06-18 11:05:21,026 | INFO | plugin_name: caching_sha2_password
2026-06-18 11:05:21,026 | INFO | AUTHENTICATION_PLUGIN_CLASS: MySQLCachingSHA2PasswordAuthPlugin
2026-06-18 11:05:21,229 | INFO | 1 change detected
2026-06-18 11:05:21,581 | INFO | 1 change detected
